Elephant and Castle,Lambeth North,76
Aldgate East,Tower Hill,117
Barons Court,West Kensington,89
Plaistow,Upton Park,342
Croxley,Moor Park,21
Finchley Central,West Finchley,139
Acton Town,Chiswick Park,95
Highbury and Islington,Kings Cross St. Pancras,158
Gunnersbury,Turnham Green,109
Moor Park,Rickmansworth,25
Sloane Square,South Kensington,33
Kew Gardens,Richmond,178
North Harrow,Pinner,39
Barbican,Moorgate,119
Holborn,Tottenham Court Road,95
Becontree,Dagenham Heathway,394
Ealing Broadway,West Acton,155
Chancery Lane,St. Pauls,33
Leicester Square,Tottenham Court Road,113
Grange Hill,Hainault,161
Harrow-on-the-Hill,Northwick Park,201
Bond Street,Oxford Circus,53
Plaistow,West Ham,308
Colindale,Hendon Central,418
Baker Street,Finchley Road,57
Harlesden,Stonebridge Park,180
Alperton,Sudbury Town,123
Finsbury Park,Manor House,327
Blackhorse Road,Walthamstow Central,1263
Clapham Common,Clapham North,188
Balham,Clapham South,198
Kensal Green,Queens Park,89
Baker Street,Great Portland Street,22
Kensal Green,Willesden Junction,178
Belsize Park,Hampstead,24
Goodge Street,Warren Street,16
Bromley-by-Bow,West Ham,137
Elephant and Castle,Kennington,170
Arnos Grove,Southgate,246
Elm Park,Hornchurch,116
Burnt Oak,Colindale,605
North Wembley,Wembley Central,263
Aldgate,Liverpool Street,246
St. Jamess Park,Victoria,176
Moorgate,Old Street,143
Sloane Square,Victoria,191
Barking,Upney,803
Monument,Tower Hill,123
Canons Park,Queensbury,442
Earls Court,High Street Kensington,123
Ruislip,Ruislip Manor,29
Rayners Lane,West Harrow,80
Camden Town,Euston,196
Hornchurch,Upminster Bridge,72
Chalfont and Latimer,Chorleywood,50
Bow Road,Mile End,110
East Finchley,Finchley Central,181
Camden Town,Chalk Farm,47
Croxley,Watford,64
Green Park,Victoria,295
Brent Cross,Golders Green,145
Bethnal Green,Liverpool Street,235
Eastcote,Rayners Lane,77
East Ham,Upton Park,779
Gloucester Road,South Kensington,44
Heathrow Terminal 4,Heathrow Terminals 1 2 3,209
Cannon Street,Mansion House,23
Amersham,Chalfont and Latimer,53
East Putney,Putney Bridge,99
Totteridge and Whetstone,Woodside Park,107
Finchley Road,West Hampstead,107
Borough,Elephant and Castle,81
Debden,Loughton,103
Royal Oak,Westbourne Park,31
Snaresbrook,South Woodford,59
Northwood Hills,Pinner,49
Kenton,South Kenton,182
South Woodford,Woodford,141
Acton Town,Turnham Green,197
Dollis Hill,Neasden,129
Ruislip Gardens,South Ruislip,70
Colliers Wood,Tooting Broadway,480
Acton Town,South Ealing,106
Embankment,Waterloo,236
Alperton,Park Royal,85
Earls Court,Gloucester Road,148
Hanger Lane,Perivale,129
Roding Valley,Woodford,89
Covent Garden,Leicester Square,54
Blackhorse Road,Tottenham Hale,811
Goldhawk Road,Shepherds Bush Market,62
Shepherds Bush Market,Wood Lane,102
Hyde Park Corner,Knightsbridge,16
Source Station,Target Station,Weight
Kentish Town,Tufnell Park,60
Finchley Road,West Hampstead,105
Acton Town,Ealing Common,101
Sudbury Hill,Sudbury Town,84
Gloucester Road,High Street Kensington,70
Seven Sisters,Tottenham Hale,721
Hounslow Central,Hounslow East,205
Charing Cross,Leicester Square,107
North Acton,West Acton,69
Ickenham,Ruislip,32
Turnpike Lane,Wood Green,573
Lancaster Gate,Queensway,24
East Finchley,Highgate,87
St. Jamess Park,Victoria,163
Boston Manor,Osterley,77
Leyton,Leytonstone,397
Stonebridge Park,Wembley Central,277
Aldgate East,Tower Hill,93
Hanger Lane,North Acton,140
Monument,Moorgate,249
Northwood Hills,Pinner,42
Morden,South Wimbledon,613
High Street Kensington,Notting Hill Gate,54
Harlesden,Stonebridge Park,161
Camden Town,Euston,166
Archway,Tufnell Park,120
Chiswick Park,Turnham Green,63
Baker Street,St. Johns Wood,44
Baker Street,Regents Park,20
Holland Park,Shepherds Bush,101
South Woodford,Woodford,155
Fairlop,Hainault,179
Euston,Kings Cross St. Pancras,233
Greenford,Perivale,186
Canning Town,West Ham,615
Kingsbury,Queensbury,303
Canary Wharf,North Greenwich,547
Stamford Brook,Turnham Green,71
Tooting Bec,Tooting Broadway,367
Debden,Loughton,112
Hatton Cross,Heathrow Terminals 1 2 3,340
Blackfriars,Temple,52
Burnt Oak,Edgware,394
Canons Park,Queensbury,421
Leicester Square,Piccadilly Circus,97
Ruislip,Ruislip Manor,46
Gloucester Road,South Kensington,61
Redbridge,Wanstead,89
Barking,East Ham,1196
Colindale,Hendon Central,412
Balham,Tooting Bec,190
Alperton,Park Royal,71
Burnt Oak,Colindale,584
St. Jamess Park,Westminster,27
Grange Hill,Hainault,208
Ealing Broadway,Ealing Common,217
Hounslow East,Osterley,171
Blackhorse Road,Tottenham Hale,848
Edgware Road (Bakerloo),Paddington,189
Barkingside,Newbury Park,268
Baker Street,Bond Street,36
Kensal Green,Queens Park,97
Angel,Old Street,53
Amersham,Chalfont and Latimer,51
Finsbury Park,Seven Sisters,736
Baker Street,Marylebone,46
Hyde Park Corner,Knightsbridge,26
Buckhurst Hill,Woodford,85
Brixton,Stockwell,689
Leytonstone,Wanstead,178
Baker Street,Great Portland Street,36
Gunnersbury,Turnham Green,82
Camden Town,Mornington Crescent,45
South Harrow,Sudbury Hill,93
Bethnal Green,Liverpool Street,249
Arnos Grove,Bounds Green,290
Heathrow Terminal 5,Heathrow Terminals 1 2 3,215
Finchley Central,West Finchley,113
Green Park,Oxford Circus,88
Mile End,Stepney Green,99
Neasden,Wembley Park,264
Elephant and Castle,Kennington,167
Oxford Circus,Regents Park,19
Monument,Cannon Street,36
Northwick Park,Preston Road,103
Hillingdon,Ickenham,46
Harrow-on-the-Hill,Northwick Park,187
East Putney,Putney Bridge,96
Epping,Theydon Bois,141
Caledonian Road,Holloway Road,53
Barbican,Farringdon,60
Cockfosters,Oakwood,97
East Acton,White City,101
Mile End,Stratford,938
Holborn,Russell Square,37
Edgware Road (Bakerloo),Marylebone,18
Oxford Circus,Tottenham Court Road,120
Arsenal,Holloway Road,40
Chorleywood,Rickmansworth,28
Cannon Street,Mansion House,31
Kilburn,Willesden Green,235
Covent Garden,Leicester Square,57
Earls Court,High Street Kensington,130
Goodge Street,Tottenham Court Road,29
Plaistow,Upton Park,391
Waterloo,Westminster,184
East Ham,Upton Park,835
Aldgate,Liverpool Street,221
Rayners Lane,South Harrow,115
Earls Court,West Brompton,144
Aldgate,Tower Hill,95
Ealing Common,North Ealing,33
Croxley,Moor Park,19
Canons Park,Stanmore,188
Kennington,Waterloo,293
Acton Town,South Ealing,95
Barkingside,Fairlop,92
Bethnal Green,Mile End,173
Barbican,Moorgate,110
Elm Park,Hornchurch,126
Eastcote,Ruislip Manor,56
Buckhurst Hill,Loughton,63
Hatton Cross,Hounslow West,273
Borough,Elephant and Castle,104
Embankment,Waterloo,230
Bayswater,Paddington,211
Hatton Cross,Heathrow Terminal 4,165
Barons Court,West Kensington,83
Battersea Power Station,Nine Elms,52
Clapham Common,Clapham North,171
Stratford,West Ham,1070
Alperton,Sudbury Town,142
Finchley Central,Mill Hill East,103
Lancaster Gate,Marble Arch,42
Kew Gardens,Richmond,166
Preston Road,Wembley Park,184
Monument,Waterloo,232
Notting Hill Gate,Queensway,58
Southfields,Wimbledon Park,129
Blackhorse Road,Walthamstow Central,1267
Becontree,Upney,233
Green Park,Westminster,39
Covent Garden,Holborn,38
Acton Town,Chiswick Park,87
Green Park,Piccadilly Circus,68
Bond Street,Marble Arch,28
Kensal Green,Willesden Junction,179
Oval,Stockwell,192
Rayners Lane,West Harrow,61
Bond Street,Green Park,58
Kenton,South Kenton,212
Dollis Hill,Willesden Green,182
Stepney Green,Whitechapel,65
Knightsbridge,South Kensington,41
Maida Vale,Warwick Avenue,27
Chancery Lane,St. Pauls,17
Gants Hill,Newbury Park,426
Belsize Park,Hampstead,37
Chalfont and Latimer,Chesham,38
Hounslow Central,Hounslow West,178
Ladbroke Grove,Westbourne Park,58
Kilburn Park,Maida Vale,54
Chancery Lane,Holborn,42
Southwark,Waterloo,137
Ruislip Gardens,South Ruislip,84
Colliers Wood,Tooting Broadway,427
Ravenscourt Park,Stamford Brook,43
Colliers Wood,South Wimbledon,318
Bayswater,Notting Hill Gate,52
Caledonian Road,Kings Cross St. Pancras,133
Moorgate,Old Street,129
North Harrow,Pinner,56
Latimer Road,Wood Lane,63
Bermondsey,Canada Water,151
Angel,Kings Cross St. Pancras,139
Leyton,Stratford,718
Aldgate East,Liverpool Street,421
Gants Hill,Redbridge,295
Archway,Highgate,125
Paddington,Warwick Avenue,226
Manor House,Turnpike Lane,305
North Wembley,South Kenton,125
Barking,Upney,804
East Finchley,Finchley Central,171
Sloane Square,Victoria,175
Green Park,Victoria,282
Charing Cross,Piccadilly Circus,74
Dollis Hill,Neasden,124
Euston,Mornington Crescent,71
Moor Park,Northwood,24
Chalfont and Latimer,Chorleywood,40
Hanger Lane,Perivale,135
Fulham Broadway,Parsons Green,50
St. Johns Wood,Swiss Cottage,39
Bond Street,Oxford Circus,59
Wimbledon,Wimbledon Park,518
Moor Park,Rickmansworth,31
Borough,London Bridge,215
Finsbury Park,Highbury and Islington,231
Oakwood,Southgate,217
Aldgate East,Whitechapel,68
Kennington,Nine Elms,66
Oxford Circus,Piccadilly Circus,61
Embankment,Temple,21
Chigwell,Grange Hill,44
Harrow and Wealdstone,Kenton,335
Northolt,South Ruislip,285
Croxley,Watford,56
Becontree,Dagenham Heathway,360
Brent Cross,Hendon Central,202
Dagenham East,Dagenham Heathway,344
Arnos Grove,Southgate,224
Earls Court,Kensington (Olympia),59
Totteridge and Whetstone,Woodside Park,115
Paddington,Royal Oak,240
Elephant and Castle,Lambeth North,96
Kennington,Oval,117
Euston Square,Great Portland Street,19
Liverpool Street,Moorgate,453
Heathrow Terminal 4,Heathrow Terminals 1 2 3,202
East Putney,Southfields,143
Charing Cross,Embankment,74
Northfields,South Ealing,60
Holborn,Tottenham Court Road,105
Eastcote,Rayners Lane,81
Dagenham East,Elm Park,210
Bromley-by-Bow,West Ham,155
Embankment,Westminster,39
Finchley Road,Wembley Park,196
Oxford Circus,Warren Street,42
Harrow-on-the-Hill,North Harrow,177
Boston Manor,Northfields,64
Leytonstone,Snaresbrook,184
Fulham Broadway,West Brompton,64
Golders Green,Hampstead,95
Bow Road,Bromley-by-Bow,53
Ruislip Gardens,West Ruislip,64
Monument,St. Pauls,41
Goodge Street,Warren Street,29
Royal Oak,Westbourne Park,44
Camden Town,Chalk Farm,65
Euston Square,Kings Cross St. Pancras,114
Clapham North,Stockwell,272
Upminster,Upminster Bridge,155
Ealing Broadway,West Acton,174
Belsize Park,Chalk Farm,41
Goldhawk Road,Shepherds Bush Market,53
Farringdon,Kings Cross St. Pancras,212
Harrow-on-the-Hill,West Harrow,134
Parsons Green,Putney Bridge,76
Balham,Clapham South,236
Leicester Square,Tottenham Court Road,122
Roding Valley,Woodford,75
North Ealing,Park Royal,21
Kilburn,West Hampstead,139
Acton Town,Turnham Green,177
Monument,Tower Hill,116
Gunnersbury,Kew Gardens,56
Chigwell,Roding Valley,44
Monument,London Bridge,356
High Barnet,Totteridge and Whetstone,130
Earls Court,Gloucester Road,153
Clapham Common,Clapham South,189
Bow Road,Mile End,119
London Bridge,Southwark,213
Sloane Square,South Kensington,40
Shepherds Bush,White City,157
Blackfriars,Mansion House,53
Finsbury Park,Manor House,320
Bermondsey,London Bridge,305
Monument,Liverpool Street,471
Shepherds Bush Market,Wood Lane,104
Pimlico,Vauxhall,147
Finchley Road,Swiss Cottage,73
Baker Street,Finchley Road,66
Plaistow,West Ham,273
Northwood,Northwood Hills,58
Lambeth North,Waterloo,130
Canada Water,Canary Wharf,399
Kingsbury,Wembley Park,286
Greenford,Northolt,413
Stockwell,Vauxhall,344
Kings Cross St. Pancras,Russell Square,109
Hillingdon,Uxbridge,165
Canning Town,North Greenwich,621
Bounds Green,Wood Green,508
East Acton,North Acton,123
Highbury and Islington,Kings Cross St. Pancras,176
Pimlico,Victoria,205
Kilburn Park,Queens Park,70
Holland Park,Notting Hill Gate,28
Camden Town,Kentish Town,83
Earls Court,West Kensington,234
Brent Cross,Golders Green,133
North Wembley,Wembley Central,246
Ladbroke Grove,Latimer Road,32
Snaresbrook,South Woodford,53
Harlesden,Willesden Junction,220
Euston,Warren Street,73
Debden,Theydon Bois,76
Barons Court,Earls Court,142
Arsenal,Finsbury Park,170
Green Park,Hyde Park Corner,23
Hornchurch,Upminster Bridge,62
West Finchley,Woodside Park,68
