Burnt Oak,Colindale,711
Boston Manor,Osterley,164
Baker Street,Great Portland Street,156
Mile End,Stepney Green,298
Finsbury Park,Highbury and Islington,720
Monument,St. Pauls,109
Morden,South Wimbledon,885
Moor Park,Northwood,107
Dagenham East,Dagenham Heathway,327
Bermondsey,London Bridge,948
North Wembley,Wembley Central,259
Pimlico,Vauxhall,426
Charing Cross,Piccadilly Circus,179
Baker Street,Bond Street,211
Finchley Central,West Finchley,305
Oakwood,Southgate,461
Ruislip Gardens,South Ruislip,193
Hounslow Central,Hounslow West,279
Greenford,Northolt,338
Alperton,Sudbury Town,111
Camden Town,Euston,976
Hatton Cross,Heathrow Terminals 1 2 3,857
Baker Street,St. Johns Wood,269
Rayners Lane,South Harrow,163
Bermondsey,Canada Water,523
Golders Green,Hampstead,339
Harrow-on-the-Hill,West Harrow,222
Gunnersbury,Kew Gardens,318
Monument,Waterloo,967
London Bridge,Southwark,708
Fairlop,Hainault,173
Leytonstone,Snaresbrook,260
St. Johns Wood,Swiss Cottage,167
Arnos Grove,Bounds Green,435
Barking,Upney,688
Euston,Mornington Crescent,460
Barons Court,West Kensington,256
Holland Park,Shepherds Bush,294
Acton Town,Turnham Green,415
Canons Park,Stanmore,397
Waterloo,Westminster,740
Grange Hill,Hainault,126
Mile End,Stratford,1433
Ickenham,Ruislip,124
Northwick Park,Preston Road,110
Cockfosters,Oakwood,312
Shepherds Bush Market,Wood Lane,317
Finchley Road,Swiss Cottage,233
Canons Park,Queensbury,270
Upminster,Upminster Bridge,385
Blackfriars,Temple,172
Canada Water,Canary Wharf,1055
Elephant and Castle,Kennington,448
Kilburn,Willesden Green,454
Finchley Road,West Hampstead,309
Bond Street,Marble Arch,126
Ealing Broadway,West Acton,333
Hillingdon,Uxbridge,482
Becontree,Dagenham Heathway,281
Gunnersbury,Turnham Green,268
High Street Kensington,Notting Hill Gate,218
Euston,Kings Cross St. Pancras,1617
Acton Town,Chiswick Park,156
Gloucester Road,South Kensington,374
Knightsbridge,South Kensington,217
Barkingside,Newbury Park,234
Roding Valley,Woodford,146
Chancery Lane,Holborn,131
Monument,Moorgate,432
Battersea Power Station,Nine Elms,189
Hornchurch,Upminster Bridge,133
Ealing Broadway,Ealing Common,400
Earls Court,West Brompton,691
Sloane Square,South Kensington,250
Goodge Street,Tottenham Court Road,145
Dagenham East,Elm Park,213
Sloane Square,Victoria,586
Borough,Elephant and Castle,252
Green Park,Victoria,945
Eastcote,Ruislip Manor,122
Finchley Road,Wembley Park,456
Archway,Highgate,435
Barking,East Ham,968
Finsbury Park,Manor House,893
Farringdon,Kings Cross St. Pancras,1145
Bounds Green,Wood Green,560
Kensal Green,Queens Park,297
Edgware Road (Bakerloo),Marylebone,189
Balham,Tooting Bec,649
Blackfriars,Mansion House,279
Fulham Broadway,Parsons Green,301
Leicester Square,Piccadilly Circus,177
Baker Street,Marylebone,345
Charing Cross,Leicester Square,215
Kew Gardens,Richmond,693
Monument,Liverpool Street,1389
Bethnal Green,Liverpool Street,708
Northfields,South Ealing,147
Snaresbrook,South Woodford,154
Acton Town,South Ealing,240
South Harrow,Sudbury Hill,129
Oxford Circus,Piccadilly Circus,196
Stratford,West Ham,1383
Aldgate,Tower Hill,301
Belsize Park,Hampstead,258
Kingsbury,Queensbury,196
Source Station,Target Station,Weight
Lancaster Gate,Queensway,312
Harrow-on-the-Hill,North Harrow,262
Royal Oak,Westbourne Park,104
Caledonian Road,Holloway Road,189
Ruislip,Ruislip Manor,135
Blackfriars,Mansion House,257
Monument,Waterloo,944
Aldgate,Tower Hill,308
Colindale,Hendon Central,586
Borough,Elephant and Castle,240
Debden,Theydon Bois,139
Earls Court,Kensington (Olympia),362
Monument,Liverpool Street,1421
Ruislip Gardens,South Ruislip,195
Finsbury Park,Highbury and Islington,729
Hounslow Central,Hounslow West,286
Turnpike Lane,Wood Green,705
Lambeth North,Waterloo,536
Leicester Square,Piccadilly Circus,158
Snaresbrook,South Woodford,188
Camden Town,Kentish Town,303
Barbican,Farringdon,234
Chigwell,Roding Valley,6
Hillingdon,Uxbridge,469
Embankment,Westminster,184
Earls Court,High Street Kensington,782
Gloucester Road,High Street Kensington,351
Becontree,Dagenham Heathway,287
Arsenal,Holloway Road,186
Holland Park,Shepherds Bush,254
Mile End,Stepney Green,305
Covent Garden,Holborn,150
Blackhorse Road,Tottenham Hale,1430
Baker Street,Finchley Road,328
West Finchley,Woodside Park,187
Harrow and Wealdstone,Kenton,325
Brent Cross,Golders Green,350
Arnos Grove,Bounds Green,431
Charing Cross,Piccadilly Circus,192
Balham,Clapham South,575
Bow Road,Bromley-by-Bow,143
Preston Road,Wembley Park,357
Cockfosters,Oakwood,314
Barons Court,West Kensington,273
Bayswater,Paddington,993
Bethnal Green,Mile End,418
Kensal Green,Queens Park,331
Waterloo,Westminster,759
South Woodford,Woodford,355
Angel,Kings Cross St. Pancras,993
Rayners Lane,South Harrow,152
Earls Court,West Brompton,669
Bethnal Green,Liverpool Street,751
Hyde Park Corner,Knightsbridge,66
Kings Cross St. Pancras,Russell Square,939
Southfields,Wimbledon Park,502
Kingsbury,Wembley Park,401
Oakwood,Southgate,428
Ealing Broadway,Ealing Common,415
Charing Cross,Leicester Square,164
North Ealing,Park Royal,62
St. Jamess Park,Westminster,118
Gants Hill,Redbridge,309
Bayswater,Notting Hill Gate,211
Clapham Common,Clapham North,310
Charing Cross,Embankment,148
Seven Sisters,Tottenham Hale,1052
Canning Town,West Ham,688
Hatton Cross,Heathrow Terminal 4,263
Oxford Circus,Tottenham Court Road,322
Embankment,Waterloo,777
Parsons Green,Putney Bridge,329
Monument,St. Pauls,106
Buckhurst Hill,Loughton,180
Chorleywood,Rickmansworth,86
Roding Valley,Woodford,153
Debden,Loughton,225
North Acton,West Acton,184
Ruislip Gardens,West Ruislip,147
Plaistow,West Ham,250
Moorgate,Old Street,375
Baker Street,St. Johns Wood,248
Wimbledon,Wimbledon Park,1444
Goldhawk Road,Shepherds Bush Market,303
Clapham Common,Clapham South,446
Chigwell,Grange Hill,12
Kilburn Park,Queens Park,329
Blackfriars,Temple,209
Ladbroke Grove,Westbourne Park,228
Cannon Street,Mansion House,74
Latimer Road,Wood Lane,166
Gants Hill,Newbury Park,364
Angel,Old Street,236
Acton Town,South Ealing,212
Euston,Mornington Crescent,469
Greenford,Northolt,361
Baker Street,Marylebone,347
Canning Town,North Greenwich,929
Brent Cross,Hendon Central,345
Covent Garden,Leicester Square,116
Baker Street,Great Portland Street,160
Eastcote,Rayners Lane,172
North Wembley,South Kenton,127
Gunnersbury,Kew Gardens,315
North Harrow,Pinner,128
Oval,Stockwell,312
Leyton,Stratford,919
Chiswick Park,Turnham Green,155
Aldgate East,Whitechapel,370
Euston,Warren Street,417
Canary Wharf,North Greenwich,1239
Barons Court,Earls Court,856
Pimlico,Vauxhall,480
Monument,Moorgate,462
Camden Town,Mornington Crescent,175
Croxley,Moor Park,63
Baker Street,Bond Street,215
Monument,Cannon Street,120
Lancaster Gate,Marble Arch,184
Finsbury Park,Manor House,813
Mile End,Stratford,1430
Kennington,Waterloo,945
Monument,Tower Hill,508
Dollis Hill,Willesden Green,365
Edgware Road (Bakerloo),Marylebone,170
Hatton Cross,Heathrow Terminals 1 2 3,861
Barbican,Moorgate,194
Green Park,Oxford Circus,221
Kilburn Park,Maida Vale,228
Belsize Park,Chalk Farm,206
Aldgate,Liverpool Street,741
Brixton,Stockwell,1411
Neasden,Wembley Park,362
Croxley,Watford,105
Fairlop,Hainault,141
East Acton,North Acton,252
Holborn,Russell Square,245
East Putney,Southfields,548
Bermondsey,Canada Water,481
Euston Square,Great Portland Street,82
Oxford Circus,Warren Street,176
Kilburn,Willesden Green,453
Colliers Wood,Tooting Broadway,866
Kenton,South Kenton,172
Bond Street,Oxford Circus,221
North Wembley,Wembley Central,264
Leicester Square,Tottenham Court Road,262
Stonebridge Park,Wembley Central,286
London Bridge,Southwark,760
Embankment,Temple,63
Sudbury Hill,Sudbury Town,108
Hatton Cross,Hounslow West,379
Amersham,Chalfont and Latimer,331
Northwick Park,Preston Road,94
Shepherds Bush Market,Wood Lane,323
Harlesden,Stonebridge Park,170
Farringdon,Kings Cross St. Pancras,1146
Holland Park,Notting Hill Gate,188
Elephant and Castle,Lambeth North,261
Burnt Oak,Colindale,646
Arnos Grove,Southgate,445
Monument,London Bridge,1307
Dollis Hill,Neasden,193
Grange Hill,Hainault,119
Fulham Broadway,West Brompton,292
Stockwell,Vauxhall,986
Leytonstone,Snaresbrook,279
Boston Manor,Northfields,179
Bromley-by-Bow,West Ham,198
Knightsbridge,South Kensington,201
Borough,London Bridge,717
Ealing Common,North Ealing,79
Earls Court,Gloucester Road,958
Kew Gardens,Richmond,724
Kilburn,West Hampstead,355
Moor Park,Northwood,98
Finsbury Park,Seven Sisters,1138
Stratford,West Ham,1293
Northwood,Northwood Hills,99
Kingsbury,Queensbury,202
Oxford Circus,Piccadilly Circus,227
Bermondsey,London Bridge,952
Northwood Hills,Pinner,154
Gloucester Road,South Kensington,331
Northolt,South Ruislip,328
Boston Manor,Osterley,133
Manor House,Turnpike Lane,444
Finchley Road,Wembley Park,455
Northfields,South Ealing,151
Kensal Green,Willesden Junction,299
Finchley Road,Swiss Cottage,216
Notting Hill Gate,Queensway,334
Burnt Oak,Edgware,447
Greenford,Perivale,187
Kennington,Nine Elms,193
Ravenscourt Park,Stamford Brook,153
Euston,Kings Cross St. Pancras,1690
East Finchley,Highgate,394
Paddington,Royal Oak,1207
Barking,East Ham,913
Stamford Brook,Turnham Green,259
Barking,Upney,682
Redbridge,Wanstead,192
Plaistow,Upton Park,319
Green Park,Westminster,141
Camden Town,Euston,948
Barkingside,Newbury Park,214
High Barnet,Totteridge and Whetstone,351
Upminster,Upminster Bridge,364
Earls Court,West Kensington,780
South Harrow,Sudbury Hill,105
Harrow-on-the-Hill,West Harrow,202
Gunnersbury,Turnham Green,278
Balham,Tooting Bec,641
Hillingdon,Ickenham,170
Archway,Highgate,413
Acton Town,Ealing Common,225
High Street Kensington,Notting Hill Gate,238
Kennington,Oval,166
Hounslow Central,Hounslow East,259
Shepherds Bush,White City,379
Ealing Broadway,West Acton,374
Belsize Park,Hampstead,217
Alperton,Park Royal,140
East Acton,White City,199
Paddington,Warwick Avenue,1178
Acton Town,Chiswick Park,178
Highbury and Islington,Kings Cross St. Pancras,1065
East Putney,Putney Bridge,458
Barkingside,Fairlop,69
Harlesden,Willesden Junction,280
Battersea Power Station,Nine Elms,223
Chalfont and Latimer,Chesham,158
Heathrow Terminal 5,Heathrow Terminals 1 2 3,577
St. Jamess Park,Victoria,543
Bond Street,Green Park,170
Acton Town,Turnham Green,402
Holborn,Tottenham Court Road,277
Euston Square,Kings Cross St. Pancras,856
Baker Street,Regents Park,102
Southwark,Waterloo,549
Hounslow East,Osterley,218
Bounds Green,Wood Green,610
Goodge Street,Warren Street,70
Green Park,Victoria,922
Chancery Lane,Holborn,119
Heathrow Terminal 4,Heathrow Terminals 1 2 3,562
Dagenham East,Dagenham Heathway,307
Buckhurst Hill,Woodford,248
Hornchurch,Upminster Bridge,126
Sloane Square,Victoria,598
Leyton,Leytonstone,466
Elephant and Castle,Kennington,423
Blackhorse Road,Walthamstow Central,1413
Sloane Square,South Kensington,230
Aldgate East,Tower Hill,508
Kentish Town,Tufnell Park,281
Leytonstone,Wanstead,263
Oxford Circus,Regents Park,70
Becontree,Upney,190
St. Johns Wood,Swiss Cottage,128
Liverpool Street,Moorgate,1099
Canons Park,Queensbury,273
Ladbroke Grove,Latimer Road,199
Finchley Central,West Finchley,368
Caledonian Road,Kings Cross St. Pancras,1033
Canons Park,Stanmore,442
Rayners Lane,West Harrow,105
East Ham,Upton Park,535
East Finchley,Finchley Central,529
Clapham North,Stockwell,399
Camden Town,Chalk Farm,205
Bow Road,Mile End,367
Golders Green,Hampstead,344
Totteridge and Whetstone,Woodside Park,304
Colliers Wood,South Wimbledon,592
Finchley Central,Mill Hill East,221
Canada Water,Canary Wharf,1162
Maida Vale,Warwick Avenue,131
Alperton,Sudbury Town,123
Tooting Bec,Tooting Broadway,837
Dagenham East,Elm Park,210
Harrow-on-the-Hill,Northwick Park,271
Finchley Road,West Hampstead,318
Hanger Lane,North Acton,294
Chancery Lane,St. Pauls,65
Fulham Broadway,Parsons Green,317
Arsenal,Finsbury Park,629
Aldgate East,Liverpool Street,1158
Elm Park,Hornchurch,178
Green Park,Piccadilly Circus,130
Chalfont and Latimer,Chorleywood,176
Epping,Theydon Bois,398
Edgware Road (Bakerloo),Paddington,1037
Eastcote,Ruislip Manor,114
Goodge Street,Tottenham Court Road,129
Moor Park,Rickmansworth,71
Bond Street,Marble Arch,139
Stepney Green,Whitechapel,249
Archway,Tufnell Park,435
Ickenham,Ruislip,133
Pimlico,Victoria,721
Morden,South Wimbledon,943
Green Park,Hyde Park Corner,58
Hanger Lane,Perivale,174
